order_id,line_no,sku,qty,unit_price,status,ship_date,region,updated_at
SO-00160,2,SKU123,14,128.55,invoiced,2026-08-03,EMEA,2026-08-31 10:00
SO-00161,1,SKU123,1,11.07,open,2026-08-22,APAC,2026-08-31 10:00
SO-00161,2,SKU121,4,155.63,shipped,2026-08-25,EMEA,2026-08-31 10:00
SO-00161,3,SKU102,7,216.86,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00162,1,SKU123,11,144.99,invoiced,2026-08-18,EMEA,2026-08-31 10:00
SO-00163,1,SKU127,11,129.60,invoiced,2026-08-02,NA,2026-08-31 10:00
SO-00163,2,SKU118,12,249.18,shipped,2026-08-11,APAC,2026-08-31 10:00
SO-00164,1,SKU132,12,292.62,invoiced,2026-08-16,EMEA,2026-08-31 10:00
SO-00164,2,SKU121,7,98.54,shipped,2026-08-05,APAC,2026-08-31 10:00
SO-00165,1,SKU105,2,122.67,invoiced,2026-08-13,APAC,2026-08-31 10:00
SO-00165,2,SKU136,2,122.55,open,2026-08-01,EMEA,2026-08-31 10:00
SO-00165,3,SKU112,16,184.56,invoiced,2026-08-02,APAC,2026-08-31 10:00
SO-00166,1,SKU139,13,186.93,invoiced,2026-08-22,APAC,2026-08-31 10:00
SO-00166,2,SKU138,3,67.69,invoiced,2026-08-21,NA,2026-08-31 10:00
SO-00166,3,SKU140,6,34.90,open,2026-08-28,EMEA,2026-08-31 10:00
SO-00167,1,SKU106,1,113.82,open,2026-08-26,NA,2026-08-31 10:00
SO-00167,2,SKU135,9,259.42,open,2026-08-14,EMEA,2026-08-31 10:00
SO-00168,1,SKU101,14,172.07,invoiced,2026-08-02,NA,2026-08-31 10:00
SO-00168,2,SKU136,17,16.62,open,2026-08-25,NA,2026-08-31 10:00
SO-00169,1,SKU125,15,24.83,invoiced,2026-08-13,APAC,2026-08-31 10:00
SO-00169,2,SKU137,5,145.26,shipped,2026-08-18,EMEA,2026-08-31 10:00
SO-00169,3,SKU105,16,67.62,open,2026-08-21,EMEA,2026-08-31 10:00
SO-00170,1,SKU100,1,206.71,open,2026-08-28,EMEA,2026-08-31 10:00
SO-00170,2,SKU113,4,43.05,open,2026-08-09,APAC,2026-08-31 10:00
SO-00171,1,SKU115,15,221.40,open,2026-08-02,NA,2026-08-31 10:00
SO-00171,2,SKU109,3,91.48,invoiced,2026-08-23,NA,2026-08-31 10:00
SO-00171,3,SKU129,9,274.49,open,2026-08-23,EMEA,2026-08-31 10:00
SO-00172,1,SKU103,1,265.58,invoiced,2026-08-27,APAC,2026-08-31 10:00
SO-00173,1,SKU124,10,97.19,invoiced,2026-08-06,NA,2026-08-31 10:00
SO-00174,1,SKU103,11,113.43,invoiced,2026-08-24,NA,2026-08-31 10:00
SO-00174,2,SKU130,6,47.75,open,2026-08-12,APAC,2026-08-31 10:00
SO-00174,3,SKU110,14,145.70,shipped,2026-08-09,APAC,2026-08-31 10:00
SO-00175,1,SKU118,9,22.89,invoiced,2026-08-23,APAC,2026-08-31 10:00
SO-00175,2,SKU121,20,219.08,open,2026-08-27,EMEA,2026-08-31 10:00
SO-00176,1,SKU119,19,131.43,open,2026-08-13,NA,2026-08-31 10:00
SO-00176,2,SKU124,20,232.58,open,2026-08-26,NA,2026-08-31 10:00
SO-00176,3,SKU118,1,99.85,shipped,2026-08-14,EMEA,2026-08-31 10:00
SO-00177,1,SKU102,10,250.80,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00177,2,SKU135,16,107.32,open,2026-08-18,APAC,2026-08-31 10:00
SO-00177,3,SKU131,13,64.13,invoiced,2026-08-08,NA,2026-08-31 10:00
SO-00178,1,SKU103,13,142.27,open,2026-08-09,APAC,2026-08-31 10:00
SO-00178,2,SKU100,13,140.62,open,2026-08-18,NA,2026-08-31 10:00
SO-00178,3,SKU104,8,122.47,invoiced,2026-08-09,APAC,2026-08-31 10:00
SO-00179,1,SKU130,17,178.85,open,2026-08-07,EMEA,2026-08-31 10:00
SO-00179,2,SKU105,6,242.73,shipped,2026-08-12,APAC,2026-08-31 10:00
SO-00180,1,SKU122,13,234.99,open,2026-08-08,EMEA,2026-08-31 10:00
SO-00180,2,SKU131,12,260.58,shipped,2026-08-21,NA,2026-08-31 10:00
SO-00180,3,SKU105,5,98.16,open,2026-08-12,NA,2026-08-31 10:00
SO-00181,1,SKU138,1,32.76,open,2026-08-28,APAC,2026-08-31 10:00
SO-00181,2,SKU131,19,172.32,shipped,2026-08-25,NA,2026-08-31 10:00
SO-00181,3,SKU127,4,284.22,invoiced,2026-08-27,APAC,2026-08-31 10:00
SO-00182,1,SKU116,2,104.96,open,2026-08-13,EMEA,2026-08-31 10:00
SO-00183,1,SKU103,2,169.43,invoiced,2026-08-15,NA,2026-08-31 10:00
SO-00184,1,SKU138,13,277.04,invoiced,2026-08-03,NA,2026-08-31 10:00
SO-00185,1,SKU136,8,193.99,invoiced,2026-08-17,NA,2026-08-31 10:00
SO-00185,2,SKU111,15,255.66,shipped,2026-08-08,APAC,2026-08-31 10:00
SO-00186,1,SKU111,2,282.81,shipped,2026-08-02,APAC,2026-08-31 10:00
SO-00187,1,SKU103,9,236.98,invoiced,2026-08-24,APAC,2026-08-31 10:00
SO-00188,1,SKU103,4,47.72,open,2026-08-07,APAC,2026-08-31 10:00
SO-00188,2,SKU119,19,179.48,invoiced,2026-08-04,NA,2026-08-31 10:00
SO-00189,1,SKU123,9,120.06,shipped,2026-08-16,NA,2026-08-31 10:00
SO-00189,2,SKU110,15,75.34,open,2026-08-22,EMEA,2026-08-31 10:00
SO-00190,1,SKU112,2,51.30,open,2026-08-03,APAC,2026-08-31 10:00
SO-00190,2,SKU123,5,234.60,open,2026-08-13,EMEA,2026-08-31 10:00
SO-00191,1,SKU104,15,291.83,shipped,2026-08-27,EMEA,2026-08-31 10:00
SO-00191,2,SKU130,4,190.31,open,2026-08-11,EMEA,2026-08-31 10:00
SO-00191,3,SKU103,6,215.55,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00192,1,SKU117,14,126.48,open,2026-08-01,NA,2026-08-31 10:00
SO-00193,1,SKU118,11,242.22,shipped,2026-08-16,EMEA,2026-08-31 10:00
SO-00193,2,SKU120,15,271.43,open,2026-08-05,APAC,2026-08-31 10:00
SO-00193,3,SKU103,7,170.18,shipped,2026-08-04,NA,2026-08-31 10:00
SO-00194,1,SKU123,14,297.35,open,2026-08-08,EMEA,2026-08-31 10:00
SO-00195,1,SKU118,14,269.38,open,2026-08-27,APAC,2026-08-31 10:00
SO-00195,2,SKU118,5,293.70,open,2026-08-15,APAC,2026-08-31 10:00
SO-00196,1,SKU132,5,135.69,invoiced,2026-08-10,EMEA,2026-08-31 10:00
SO-00196,2,SKU123,14,16.96,shipped,2026-08-07,NA,2026-08-31 10:00
SO-00197,1,SKU111,5,253.79,invoiced,2026-08-25,EMEA,2026-08-31 10:00
SO-00197,2,SKU111,7,182.19,open,2026-08-20,APAC,2026-08-31 10:00
SO-00197,3,SKU131,9,56.72,open,2026-08-20,APAC,2026-08-31 10:00
SO-00198,1,SKU140,7,176.97,open,2026-08-01,EMEA,2026-08-31 10:00
SO-00198,2,SKU133,14,253.11,open,2026-08-17,NA,2026-08-31 10:00
SO-00198,3,SKU121,10,253.36,shipped,2026-08-03,EMEA,2026-08-31 10:00
SO-00199,1,SKU130,5,262.24,shipped,2026-08-08,EMEA,2026-08-31 10:00
SO-00199,2,SKU136,12,15.82,invoiced,2026-08-12,APAC,2026-08-31 10:00
SO-00200,1,SKU100,12,158.35,shipped,2026-08-17,EMEA,2026-08-31 10:00
SO-00200,2,SKU107,12,215.80,shipped,2026-08-25,APAC,2026-08-31 10:00
SO-00200,3,SKU124,19,226.64,open,2026-08-10,EMEA,2026-08-31 10:00
SO-00201,1,SKU131,15,156.43,invoiced,2026-08-26,APAC,2026-08-31 10:00
SO-00201,2,SKU108,1,76.84,open,2026-08-08,APAC,2026-08-31 10:00
SO-00201,3,SKU111,6,35.29,shipped,2026-08-18,EMEA,2026-08-31 10:00
SO-00202,1,SKU106,7,82.12,invoiced,2026-08-21,APAC,2026-08-31 10:00
SO-00203,1,SKU133,8,212.28,open,2026-08-12,EMEA,2026-08-31 10:00
SO-00203,2,SKU111,2,85.54,shipped,2026-08-16,APAC,2026-08-31 10:00
SO-00204,1,SKU117,4,41.00,shipped,2026-08-05,APAC,2026-08-31 10:00
SO-00204,2,SKU137,8,259.02,open,2026-08-22,APAC,2026-08-31 10:00
SO-00204,3,SKU129,13,53.48,open,2026-08-21,NA,2026-08-31 10:00
SO-00205,1,SKU126,20,252.72,invoiced,2026-08-02,NA,2026-08-31 10:00
SO-00205,2,SKU103,12,104.87,open,2026-08-27,NA,2026-08-31 10:00
SO-00205,3,SKU127,19,242.29,shipped,2026-08-27,NA,2026-08-31 10:00
SO-00206,1,SKU103,11,157.63,invoiced,2026-08-12,EMEA,2026-08-31 10:00
SO-00206,2,SKU127,1,112.51,invoiced,2026-08-06,EMEA,2026-08-31 10:00
SO-00206,3,SKU120,14,64.23,invoiced,2026-08-01,EMEA,2026-08-31 10:00
SO-00207,1,SKU126,13,234.09,shipped,2026-08-21,EMEA,2026-08-31 10:00
SO-00208,1,SKU102,20,83.40,invoiced,2026-08-20,NA,2026-08-31 10:00
SO-00209,1,SKU134,2,188.27,shipped,2026-08-04,APAC,2026-08-31 10:00
SO-00209,2,SKU100,14,74.81,open,2026-08-10,EMEA,2026-08-31 10:00
SO-00209,3,SKU119,12,196.02,open,2026-08-02,APAC,2026-08-31 10:00
SO-00210,1,SKU117,3,142.59,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00210,2,SKU107,17,43.75,shipped,2026-08-14,APAC,2026-08-31 10:00
SO-00210,3,SKU118,9,76.80,open,2026-08-24,APAC,2026-08-31 10:00
SO-00211,1,SKU129,20,209.98,open,2026-08-21,NA,2026-08-31 10:00
SO-00211,2,SKU112,18,214.56,shipped,2026-08-18,NA,2026-08-31 10:00
SO-00212,1,SKU130,16,246.55,open,2026-08-08,NA,2026-08-31 10:00
SO-00212,2,SKU114,7,156.17,shipped,2026-08-19,NA,2026-08-31 10:00
SO-00212,3,SKU100,12,52.88,open,2026-08-11,APAC,2026-08-31 10:00
SO-00213,1,SKU131,9,89.02,open,2026-08-10,EMEA,2026-08-31 10:00
SO-00213,2,SKU101,6,167.58,invoiced,2026-08-28,NA,2026-08-31 10:00
SO-00214,1,SKU103,17,119.43,shipped,2026-08-12,APAC,2026-08-31 10:00
SO-00214,2,SKU106,17,71.42,invoiced,2026-08-24,EMEA,2026-08-31 10:00
SO-00215,1,SKU121,12,46.40,open,2026-08-20,APAC,2026-08-31 10:00
SO-00215,2,SKU117,17,33.04,invoiced,2026-08-25,NA,2026-08-31 10:00
SO-00216,1,SKU140,5,126.84,open,2026-08-01,NA,2026-08-31 10:00
SO-00216,2,SKU135,19,39.65,shipped,2026-08-19,EMEA,2026-08-31 10:00
SO-00217,1,SKU117,20,184.16,shipped,2026-08-28,NA,2026-08-31 10:00
SO-00217,2,SKU129,10,218.30,shipped,2026-08-12,NA,2026-08-31 10:00
SO-00218,1,SKU135,20,118.43,shipped,2026-08-01,APAC,2026-08-31 10:00
SO-00218,2,SKU131,13,135.99,open,2026-08-18,NA,2026-08-31 10:00
SO-00218,3,SKU109,14,174.75,invoiced,2026-08-08,EMEA,2026-08-31 10:00
SO-00219,1,SKU120,20,252.26,shipped,2026-08-07,NA,2026-08-31 10:00
SO-00219,2,SKU100,1,19.00,invoiced,2026-08-16,NA,2026-08-31 10:00
SO-00220,1,SKU119,18,187.90,shipped,2026-08-17,APAC,2026-08-31 10:00
SO-00220,2,SKU127,13,141.95,open,2026-08-20,APAC,2026-08-31 10:00
SO-00220,3,SKU122,15,284.63,invoiced,2026-08-03,APAC,2026-08-31 10:00
SO-00221,1,SKU106,14,115.45,shipped,2026-08-21,APAC,2026-08-31 10:00
SO-00222,1,SKU109,7,289.52,shipped,2026-08-13,NA,2026-08-31 10:00
SO-00222,2,SKU139,19,106.27,invoiced,2026-08-24,EMEA,2026-08-31 10:00
SO-00222,3,SKU110,12,98.83,open,2026-08-27,NA,2026-08-31 10:00
SO-00223,1,SKU111,4,198.50,shipped,2026-08-23,NA,2026-08-31 10:00
SO-00223,2,SKU132,14,191.17,invoiced,2026-08-10,APAC,2026-08-31 10:00
SO-00223,3,SKU113,17,268.48,shipped,2026-08-06,EMEA,2026-08-31 10:00
SO-00224,1,SKU136,20,36.45,invoiced,2026-08-21,APAC,2026-08-31 10:00
SO-00224,2,SKU102,14,8.17,open,2026-08-10,APAC,2026-08-31 10:00
SO-00224,3,SKU135,1,275.52,shipped,2026-08-27,EMEA,2026-08-31 10:00
SO-00225,1,SKU100,1,63.01,shipped,2026-08-25,APAC,2026-08-31 10:00
SO-00225,2,SKU136,9,261.99,invoiced,2026-08-17,EMEA,2026-08-31 10:00
SO-00225,3,SKU136,7,126.27,open,2026-08-05,EMEA,2026-08-31 10:00
SO-00226,1,SKU132,4,13.57,open,2026-08-06,APAC,2026-08-31 10:00
SO-00226,2,SKU131,15,185.84,open,2026-08-21,EMEA,2026-08-31 10:00
SO-00226,3,SKU137,11,47.46,open,2026-08-12,NA,2026-08-31 10:00
SO-00227,1,SKU102,9,190.47,invoiced,2026-08-03,NA,2026-08-31 10:00
SO-00228,1,SKU128,20,118.77,open,2026-08-08,NA,2026-08-31 10:00
SO-00229,1,SKU102,15,21.10,open,2026-08-08,EMEA,2026-08-31 10:00
SO-00229,2,SKU102,6,279.59,open,2026-08-11,EMEA,2026-08-31 10:00
SO-00229,3,SKU129,10,128.42,shipped,2026-08-16,EMEA,2026-08-31 10:00
SO-00230,1,SKU124,19,70.31,shipped,2026-08-13,APAC,2026-08-31 10:00
SO-00231,1,SKU101,8,30.80,open,2026-08-12,NA,2026-08-31 10:00
SO-00231,2,SKU111,1,291.61,shipped,2026-08-13,APAC,2026-08-31 10:00
SO-00232,1,SKU107,11,162.46,shipped,2026-08-11,NA,2026-08-31 10:00
SO-00232,2,SKU104,4,129.57,shipped,2026-08-18,EMEA,2026-08-31 10:00
SO-00233,1,SKU112,15,88.66,open,2026-08-14,EMEA,2026-08-31 10:00
SO-00233,2,SKU117,1,105.72,open,2026-08-08,APAC,2026-08-31 10:00
SO-00234,1,SKU105,7,84.55,open,2026-08-18,NA,2026-08-31 10:00
SO-00235,1,SKU115,6,113.54,open,2026-08-24,NA,2026-08-31 10:00
SO-00235,2,SKU124,19,66.38,shipped,2026-08-17,EMEA,2026-08-31 10:00
SO-00236,1,SKU128,5,282.92,shipped,2026-08-20,NA,2026-08-31 10:00
SO-00237,1,SKU123,18,77.64,invoiced,2026-08-17,EMEA,2026-08-31 10:00
SO-00237,2,SKU108,4,204.97,open,2026-08-18,NA,2026-08-31 10:00
SO-00237,3,SKU124,1,198.97,invoiced,2026-08-05,NA,2026-08-31 10:00
SO-00238,1,SKU124,3,209.93,open,2026-08-11,EMEA,2026-08-31 10:00
SO-00239,1,SKU106,3,170.79,shipped,2026-08-26,APAC,2026-08-31 10:00
SO-00239,2,SKU119,7,24.44,shipped,2026-08-03,EMEA,2026-08-31 10:00
SO-00239,3,SKU118,5,245.97,shipped,2026-08-10,NA,2026-08-31 10:00
SO-00240,1,SKU129,5,281.34,open,2026-08-01,NA,2026-08-31 10:00
SO-00240,2,SKU122,14,12.45,invoiced,2026-08-23,NA,2026-08-31 10:00
SO-00241,1,SKU125,12,272.28,open,2026-08-06,NA,2026-08-31 10:00
SO-00242,1,SKU117,20,221.55,invoiced,2026-08-22,EMEA,2026-08-31 10:00
SO-00243,1,SKU102,20,52.79,open,2026-08-25,NA,2026-08-31 10:00
SO-00243,2,SKU109,13,222.81,invoiced,2026-08-10,APAC,2026-08-31 10:00
SO-00244,1,SKU111,19,252.64,invoiced,2026-08-16,APAC,2026-08-31 10:00
SO-00244,2,SKU133,9,278.08,invoiced,2026-08-22,APAC,2026-08-31 10:00
SO-00244,3,SKU122,1,38.00,invoiced,2026-08-10,EMEA,2026-08-31 10:00
SO-00245,1,SKU138,2,292.37,invoiced,2026-08-04,EMEA,2026-08-31 10:00
SO-00245,2,SKU120,7,234.25,shipped,2026-08-24,EMEA,2026-08-31 10:00
SO-00245,3,SKU126,13,299.44,invoiced,2026-08-27,EMEA,2026-08-31 10:00
SO-00246,1,SKU133,3,107.97,shipped,2026-08-15,NA,2026-08-31 10:00
SO-00246,2,SKU132,15,155.05,invoiced,2026-08-23,EMEA,2026-08-31 10:00
SO-00247,1,SKU132,5,149.41,open,2026-08-02,APAC,2026-08-31 10:00
SO-00247,2,SKU135,9,56.49,open,2026-08-25,APAC,2026-08-31 10:00
SO-00248,1,SKU134,9,78.66,open,2026-08-06,NA,2026-08-31 10:00
SO-00249,1,SKU126,3,64.42,shipped,2026-08-05,EMEA,2026-08-31 10:00
SO-00249,2,SKU131,16,75.17,open,2026-08-01,APAC,2026-08-31 10:00
SO-00250,1,SKU128,5,281.07,shipped,2026-08-23,NA,2026-08-31 10:00
SO-00250,2,SKU108,5,178.33,open,2026-08-11,APAC,2026-08-31 10:00
SO-00250,3,SKU107,18,130.27,open,2026-08-22,APAC,2026-08-31 10:00
SO-00251,1,SKU138,15,252.65,shipped,2026-08-27,EMEA,2026-08-31 10:00
SO-00252,1,SKU118,1,111.34,open,2026-08-02,EMEA,2026-08-31 10:00
SO-00253,1,SKU119,7,37.63,shipped,2026-08-15,EMEA,2026-08-31 10:00
SO-00253,2,SKU110,11,136.30,invoiced,2026-08-12,NA,2026-08-31 10:00
SO-00254,1,SKU135,3,18.45,shipped,2026-08-25,NA,2026-08-31 10:00
SO-00255,1,SKU121,19,83.01,invoiced,2026-08-16,NA,2026-08-31 10:00
SO-00256,1,SKU112,18,99.93,shipped,2026-08-03,APAC,2026-08-31 10:00
SO-00256,2,SKU118,20,280.90,invoiced,2026-08-23,NA,2026-08-31 10:00
SO-00257,1,SKU115,3,45.90,open,2026-08-01,NA,2026-08-31 10:00
SO-00257,2,SKU109,10,113.53,invoiced,2026-08-17,APAC,2026-08-31 10:00
SO-00257,3,SKU110,4,236.46,shipped,2026-08-24,APAC,2026-08-31 10:00
SO-00258,1,SKU124,6,195.95,shipped,2026-08-11,EMEA,2026-08-31 10:00
SO-00258,2,SKU123,5,167.58,shipped,2026-08-27,NA,2026-08-31 10:00
SO-00259,1,SKU103,2,36.63,invoiced,2026-08-27,APAC,2026-08-31 10:00
SO-00260,1,SKU103,7,150.84,shipped,2026-08-24,EMEA,2026-08-31 10:00
SO-00260,2,SKU119,20,176.43,open,2026-08-05,APAC,2026-08-31 10:00
SO-00261,1,SKU110,5,135.74,shipped,2026-08-03,EMEA,2026-08-31 10:00
SO-00262,1,SKU130,7,69.39,shipped,2026-08-01,EMEA,2026-08-31 10:00
SO-00262,2,SKU139,17,130.51,shipped,2026-08-03,APAC,2026-08-31 10:00
SO-00263,1,SKU132,14,267.73,open,2026-08-15,EMEA,2026-08-31 10:00
SO-00264,1,SKU111,6,116.75,open,2026-08-15,APAC,2026-08-31 10:00
SO-00264,2,SKU122,19,62.65,open,2026-08-18,NA,2026-08-31 10:00
SO-00264,3,SKU133,15,131.37,invoiced,2026-08-21,EMEA,2026-08-31 10:00
SO-00265,1,SKU138,20,29.02,open,2026-08-24,APAC,2026-08-31 10:00
SO-00265,2,SKU121,20,199.24,invoiced,2026-08-19,NA,2026-08-31 10:00
SO-00266,1,SKU130,5,93.30,shipped,2026-08-17,APAC,2026-08-31 10:00
SO-00266,2,SKU101,7,70.63,invoiced,2026-08-15,APAC,2026-08-31 10:00
SO-00267,1,SKU109,19,114.74,invoiced,2026-08-14,NA,2026-08-31 10:00
SO-00268,1,SKU115,19,135.20,shipped,2026-08-04,EMEA,2026-08-31 10:00
SO-00268,2,SKU111,7,166.69,open,2026-08-08,NA,2026-08-31 10:00
SO-00268,3,SKU106,7,161.58,shipped,2026-08-23,NA,2026-08-31 10:00
SO-00269,1,SKU135,15,71.83,invoiced,2026-08-23,EMEA,2026-08-31 10:00
SO-00270,1,SKU132,19,172.22,shipped,2026-08-22,EMEA,2026-08-31 10:00
SO-00270,2,SKU128,5,259.73,invoiced,2026-08-17,APAC,2026-08-31 10:00
SO-00270,3,SKU107,17,35.12,invoiced,2026-08-13,APAC,2026-08-31 10:00
SO-00271,1,SKU112,19,145.16,open,2026-08-05,NA,2026-08-31 10:00
SO-00272,1,SKU103,13,74.89,shipped,2026-08-02,EMEA,2026-08-31 10:00
SO-00272,2,SKU138,7,140.61,open,2026-08-23,EMEA,2026-08-31 10:00
SO-00272,3,SKU127,3,188.25,open,2026-08-19,EMEA,2026-08-31 10:00
SO-00273,1,SKU122,6,113.26,shipped,2026-08-26,APAC,2026-08-31 10:00
SO-00273,2,SKU100,9,41.20,shipped,2026-08-17,APAC,2026-08-31 10:00
SO-00273,3,SKU133,12,217.92,open,2026-08-27,APAC,2026-08-31 10:00
SO-00274,1,SKU106,12,166.91,invoiced,2026-08-04,EMEA,2026-08-31 10:00
SO-00274,2,SKU115,9,109.53,invoiced,2026-08-15,EMEA,2026-08-31 10:00
SO-00275,1,SKU128,4,238.40,shipped,2026-08-04,EMEA,2026-08-31 10:00
SO-00275,2,SKU116,6,49.32,shipped,2026-08-28,APAC,2026-08-31 10:00
SO-00275,3,SKU124,5,178.55,shipped,2026-08-18,APAC,2026-08-31 10:00
SO-00276,1,SKU128,1,12.30,open,2026-08-16,APAC,2026-08-31 10:00
SO-00276,2,SKU130,2,241.13,open,2026-08-03,EMEA,2026-08-31 10:00
SO-00277,1,SKU138,13,253.67,open,2026-08-23,NA,2026-08-31 10:00
SO-00277,2,SKU125,8,262.54,invoiced,2026-08-17,EMEA,2026-08-31 10:00
SO-00277,3,SKU123,11,160.84,shipped,2026-08-05,APAC,2026-08-31 10:00
SO-00278,1,SKU102,7,55.07,shipped,2026-08-24,NA,2026-08-31 10:00
SO-00278,2,SKU121,19,143.18,shipped,2026-08-11,EMEA,2026-08-31 10:00
SO-00278,3,SKU121,19,147.61,open,2026-08-01,EMEA,2026-08-31 10:00
SO-00279,1,SKU138,2,191.11,invoiced,2026-08-22,EMEA,2026-08-31 10:00
SO-00279,2,SKU117,13,85.63,invoiced,2026-08-09,NA,2026-08-31 10:00
SO-00280,1,SKU136,17,177.40,open,2026-08-23,EMEA,2026-08-31 10:00
SO-00280,2,SKU135,4,262.35,shipped,2026-08-21,APAC,2026-08-31 10:00
SO-00280,3,SKU140,4,112.06,shipped,2026-08-26,EMEA,2026-08-31 10:00
SO-00281,1,SKU104,10,289.07,shipped,2026-08-24,NA,2026-08-31 10:00
SO-00282,1,SKU140,8,108.38,invoiced,2026-08-23,NA,2026-08-31 10:00
SO-00282,2,SKU121,2,212.75,invoiced,2026-08-11,NA,2026-08-31 10:00
SO-00282,3,SKU132,12,268.79,open,2026-08-12,EMEA,2026-08-31 10:00
SO-00283,1,SKU113,1,267.19,invoiced,2026-08-15,NA,2026-08-31 10:00
SO-00284,1,SKU125,19,232.84,open,2026-08-19,EMEA,2026-08-31 10:00
SO-00284,2,SKU109,10,217.36,shipped,2026-08-24,APAC,2026-08-31 10:00
SO-00285,1,SKU121,3,276.76,invoiced,2026-08-03,APAC,2026-08-31 10:00
SO-00285,2,SKU111,10,176.24,shipped,2026-08-12,APAC,2026-08-31 10:00
SO-00285,3,SKU127,3,252.38,shipped,2026-08-06,NA,2026-08-31 10:00
SO-00286,1,SKU134,1,228.76,invoiced,2026-08-09,EMEA,2026-08-31 10:00
SO-00286,2,SKU101,7,19.07,shipped,2026-08-07,APAC,2026-08-31 10:00
SO-00287,1,SKU132,4,63.03,invoiced,2026-08-02,EMEA,2026-08-31 10:00
SO-00287,2,SKU138,2,28.40,invoiced,2026-08-11,APAC,2026-08-31 10:00
SO-00288,1,SKU100,7,84.84,invoiced,2026-08-01,APAC,2026-08-31 10:00
SO-00289,1,SKU101,7,99.86,invoiced,2026-08-01,APAC,2026-08-31 10:00
SO-00289,2,SKU131,13,184.89,shipped,2026-08-06,EMEA,2026-08-31 10:00
SO-00290,1,SKU102,3,189.76,shipped,2026-08-25,NA,2026-08-31 10:00
SO-00290,2,SKU138,13,80.82,shipped,2026-08-28,EMEA,2026-08-31 10:00
SO-00291,1,SKU120,19,197.96,shipped,2026-08-02,NA,2026-08-31 10:00
SO-00292,1,SKU121,6,32.57,open,2026-08-07,EMEA,2026-08-31 10:00
SO-00292,2,SKU133,3,110.56,shipped,2026-08-14,NA,2026-08-31 10:00
SO-00292,3,SKU134,19,260.44,open,2026-08-22,APAC,2026-08-31 10:00
SO-00293,1,SKU121,8,223.62,shipped,2026-08-27,APAC,2026-08-31 10:00
SO-00293,2,SKU130,2,233.92,shipped,2026-08-21,APAC,2026-08-31 10:00
SO-00293,3,SKU129,18,87.09,invoiced,2026-08-17,NA,2026-08-31 10:00
SO-00294,1,SKU116,1,169.65,open,2026-08-21,NA,2026-08-31 10:00
SO-00295,1,SKU140,8,123.25,open,2026-08-01,APAC,2026-08-31 10:00
SO-00296,1,SKU107,2,165.27,open,2026-08-18,EMEA,2026-08-31 10:00
SO-00297,1,SKU138,12,222.59,open,2026-08-28,APAC,2026-08-31 10:00
SO-00297,2,SKU110,17,13.57,invoiced,2026-08-08,NA,2026-08-31 10:00
SO-00298,1,SKU113,12,270.80,shipped,2026-08-15,EMEA,2026-08-31 10:00
SO-00298,2,SKU120,1,36.80,invoiced,2026-08-01,EMEA,2026-08-31 10:00
SO-00299,1,SKU125,12,22.70,invoiced,2026-08-13,NA,2026-08-31 10:00
SO-00299,2,SKU124,8,14.06,open,2026-08-09,APAC,2026-08-31 10:00
SO-00299,3,SKU127,8,73.26,open,2026-08-11,NA,2026-08-31 10:00
SO-00300,1,SKU117,10,264.43,shipped,2026-08-07,APAC,2026-08-31 10:00
SO-00300,2,SKU110,16,259.61,shipped,2026-08-25,EMEA,2026-08-31 10:00
SO-00300,3,SKU119,10,31.09,open,2026-08-16,EMEA,2026-08-31 10:00
SO-00301,1,SKU120,20,181.29,shipped,2026-08-07,APAC,2026-08-31 10:00
SO-00302,1,SKU113,12,18.63,shipped,2026-08-06,NA,2026-08-31 10:00
SO-00303,1,SKU119,1,242.48,open,2026-08-01,EMEA,2026-08-31 10:00
SO-00304,1,SKU109,17,222.12,open,2026-08-25,EMEA,2026-08-31 10:00
SO-00304,2,SKU129,13,31.62,shipped,2026-08-21,APAC,2026-08-31 10:00
SO-00305,1,SKU125,11,294.00,open,2026-08-19,EMEA,2026-08-31 10:00
SO-00305,2,SKU112,1,16.17,invoiced,2026-08-20,EMEA,2026-08-31 10:00
SO-00305,3,SKU136,14,211.04,invoiced,2026-08-01,EMEA,2026-08-31 10:00
SO-00306,1,SKU104,4,40.54,shipped,2026-08-05,APAC,2026-08-31 10:00
SO-00306,2,SKU127,1,57.80,invoiced,2026-08-18,EMEA,2026-08-31 10:00
SO-00307,1,SKU134,17,298.05,invoiced,2026-08-12,NA,2026-08-31 10:00
SO-00307,2,SKU104,12,291.29,open,2026-08-24,EMEA,2026-08-31 10:00
SO-00307,3,SKU117,6,9.49,shipped,2026-08-03,EMEA,2026-08-31 10:00
SO-00308,1,SKU132,2,125.40,invoiced,2026-08-12,NA,2026-08-31 10:00
SO-00309,1,SKU120,2,197.67,invoiced,2026-08-10,APAC,2026-08-31 10:00
SO-00310,1,SKU126,9,122.79,shipped,2026-08-18,NA,2026-08-31 10:00
SO-00310,2,SKU124,5,119.19,shipped,2026-08-14,EMEA,2026-08-31 10:00
SO-00311,1,SKU100,8,184.31,shipped,2026-08-23,APAC,2026-08-31 10:00
SO-00311,2,SKU124,8,248.54,invoiced,2026-08-04,EMEA,2026-08-31 10:00
SO-00311,3,SKU139,2,273.01,open,2026-08-13,APAC,2026-08-31 10:00
